SUMLEV,STATE,COUNTY,PLACE,COUSUB,CONCIT,PRIMGEO_FLAG,FUNCSTAT,NAME,STNAME,CENSUS2010POP,ESTIMATESBASE2010,POPESTIMATE2010,POPESTIMATE2011,POPESTIMATE2012,POPESTIMATE2013,POPESTIMATE2014,POPESTIMATE2015,POPESTIMATE2016,POPESTIMATE2017,POPESTIMATE2018
157,24,011,63825,00000,00000,1,A,Preston town,Maryland,719,722,721,716,707,705,700,701,703,703,703
157,24,011,66000,00000,00000,1,A,Ridgely town,Maryland,1639,1640,1638,1623,1613,1608,1611,1609,1614,1637,1650
157,24,011,77200,00000,00000,1,A,Templeville town (pt.),Maryland,52,28,28,28,28,28,27,27,28,28,28
157,24,011,99990,00000,00000,1,F,Balance of Caroline County,Maryland,20874,20934,20924,20862,20712,20745,20674,20738,20922,21071,21221
050,24,013,00000,00000,00000,0,A,Carroll County,Maryland,167134,167142,167212,167019,167032,167199,167317,167133,167110,167620,168429
157,24,013,36500,00000,00000,1,A,Hampstead town,Maryland,6323,6307,6311,6308,6311,6318,6330,6327,6328,6352,6387
157,24,013,49950,00000,00000,1,A,Manchester town,Maryland,4808,4813,4814,4810,4810,4815,4820,4815,4815,4831,4853
157,24,013,53875,00000,00000,1,A,Mount Airy town (pt.),Maryland,5503,5507,5511,5506,5508,5518,5525,5522,5525,5542,5573
157,24,013,55925,00000,00000,1,A,New Windsor town,Maryland,1396,1398,1399,1395,1396,1395,1395,1394,1392,1396,1404
157,24,013,76550,00000,00000,1,A,Sykesville town,Maryland,4436,3942,3944,3946,3929,3929,3930,3926,3928,3938,3957
157,24,013,76725,00000,00000,1,A,Taneytown city,Maryland,6728,6746,6750,6744,6742,6753,6763,6756,6757,6782,6816
157,24,013,79350,00000,00000,1,A,Union Bridge town,Maryland,975,975,975,970,967,968,966,962,961,962,964
157,24,013,83100,00000,00000,1,A,Westminster city,Maryland,18590,18499,18517,18484,18524,18566,18539,18520,18519,18568,18648
157,24,013,99990,00000,00000,1,F,Balance of Carroll County,Maryland,118375,118955,118991,118856,118845,118937,119049,118911,118885,119249,119827
050,24,015,00000,00000,00000,0,A,Cecil County,Maryland,101108,101102,101167,101561,101753,101891,102201,102418,102567,102573,102826
157,24,015,14325,00000,00000,1,A,Cecilton town,Maryland,663,666,666,670,670,671,671,672,672,672,673
157,24,015,15400,00000,00000,1,A,Charlestown town,Maryland,1183,1177,1179,1183,1183,1185,1189,1190,1191,1191,1195
157,24,015,15950,00000,00000,1,A,Chesapeake City town,Maryland,673,691,691,693,694,694,693,695,694,694,693
157,24,015,25800,00000,00000,1,A,Elkton town,Maryland,15443,15475,15466,15574,15589,15596,15714,15681,15681,15648,15640
157,24,015,56450,00000,00000,1,A,North East town,Maryland,3572,3577,3578,3592,3599,3604,3610,3621,3627,3623,3632
157,24,015,61150,00000,00000,1,A,Perryville town,Maryland,4361,4336,4340,4357,4368,4377,4385,4399,4408,4408,4421
157,24,015,63075,00000,00000,1,A,Port Deposit town,Maryland,653,757,757,759,759,760,760,762,763,763,762
157,24,015,66275,00000,00000,1,A,Rising Sun town,Maryland,2781,2798,2800,2811,2818,2824,2817,2806,2804,2799,2799
157,24,015,99990,00000,00000,1,F,Balance of Cecil County,Maryland,71779,71625,71690,71922,72073,72180,72362,72592,72727,72775,73011
050,24,017,00000,00000,00000,0,A,Charles County,Maryland,146551,146565,147156,149182,150660,152649,154373,155692,157336,159451,161503
157,24,017,41500,00000,00000,1,A,Indian Head town,Maryland,3844,3850,3865,3923,3911,3916,3862,3845,3805,3802,3807
157,24,017,45750,00000,00000,1,A,La Plata town,Maryland,8753,8793,8802,8963,8980,9026,9041,9145,9266,9351,9453
157,24,017,63225,00000,00000,1,A,Port Tobacco Village town,Maryland,13,13,13,13,13,13,13,13,15,15,15
157,24,017,99990,00000,00000,1,F,Balance of Charles County,Maryland,133941,133909,134476,136283,137756,139694,141457,142689,144250,146283,148228
050,24,019,00000,00000,00000,0,A,Dorchester County,Maryland,32618,32623,32688,32694,32473,32559,32495,32404,32261,32145,31998
157,24,019,10575,00000,00000,1,A,Brookview town,Maryland,60,60,60,60,59,59,59,59,59,58,58
157,24,019,12400,00000,00000,1,A,Cambridge city,Maryland,12326,12416,12457,12567,12481,12552,12522,12482,12399,12361,12285
157,24,019,17050,00000,00000,1,A,Church Creek town,Maryland,125,125,125,124,123,124,123,123,122,122,121
157,24,019,24450,00000,00000,1,A,East New Market town,Maryland,400,390,390,386,383,385,383,382,380,378,375
157,24,019,25600,00000,00000,1,A,Eldorado town,Maryland,59,59,59,59,58,58,58,58,58,57,57
157,24,019,31250,00000,00000,1,A,Galestown town,Maryland,138,138,138,137,136,136,136,136,135,134,134
157,24,019,41125,00000,00000,1,A,Hurlock town,Maryland,2092,2105,2105,2091,2073,2070,2063,2056,2050,2035,2023
157,24,019,70900,00000,00000,1,A,Secretary town,Maryland,535,528,528,525,519,519,516,513,511,505,502
157,24,019,80600,00000,00000,1,A,Vienna town,Maryland,271,278,278,275,272,271,270,270,269,267,265
157,24,019,99990,00000,00000,1,F,Balance of Dorchester County,Maryland,16612,16524,16548,16470,16369,16385,16365,16325,16278,16228,16178
050,24,021,00000,00000,00000,0,A,Frederick County,Maryland,233385,233391,234204,237263,239643,241143,243417,245114,247224,250959,255648
157,24,021,10900,00000,00000,1,A,Brunswick city,Maryland,5870,5870,5890,5968,6030,6065,6084,6099,6149,6241,6364
157,24,021,11400,00000,00000,1,A,Burkittsville town,Maryland,151,151,151,154,155,156,156,155,157,161,163
157,24,021,26200,00000,00000,1,A,Emmitsburg town,Maryland,2814,2807,2820,2859,2906,2937,3005,3014,3039,3079,3137
157,24,021,30325,00000,00000,1,A,Frederick city,Maryland,65239,65287,65454,65951,66404,66833,68288,69409,69952,71052,72146
157,24,021,52425,00000,00000,1,A,Middletown town,Maryland,4136,4288,4306,4368,4416,4450,4467,4484,4524,4594,4688
157,24,021,53875,00000,00000,1,A,Mount Airy town (pt.),Maryland,3785,3776,3786,3806,3834,3838,3855,3856,3857,3861,3879
157,24,021,54875,00000,00000,1,A,Myersville town,Maryland,1626,1640,1646,1673,1693,1704,1713,1720,1735,1764,1799
157,24,021,55650,00000,00000,1,A,New Market town,Maryland,656,668,672,680,688,692,697,696,705,714,728
157,24,021,68600,00000,00000,1,A,Rosemont village,Maryland,294,294,294,298,302,304,303,304,306,310,318
157,24,021,77825,00000,00000,1,A,Thurmont town,Maryland,6170,6180,6203,6294,6364,6410,6438,6458,6518,6616,6752
157,24,021,81275,00000,00000,1,A,Walkersville town,Maryland,5800,5814,5837,5941,5993,5996,5982,6004,6061,6153,6281
157,24,021,86750,00000,00000,1,A,Woodsboro town,Maryland,1141,1137,1142,1156,1170,1178,1183,1186,1198,1215,1240
157,24,021,99990,00000,00000,1,F,Balance of Frederick County,Maryland,135703,135479,136003,138115,139688,140580,141246,141729,143023,145199,148153
050,24,023,00000,00000,00000,0,A,Garrett County,Maryland,30097,30139,30141,30148,29964,29964,29649,29435,29371,29261,29163
157,24,023,00225,00000,00000,1,A,Accident town,Maryland,325,325,325,325,322,323,319,316,316,314,312
157,24,023,22275,00000,00000,1,A,Deer Park town,Maryland,399,383,382,381,380,380,376,372,372,372,370
157,24,023,30850,00000,00000,1,A,Friendsville town,Maryland,491,503,504,503,498,497,492,489,486,486,483
157,24,023,34525,00000,00000,1,A,Grantsville town,Maryland,766,890,891,891,891,891,883,879,876,873,868
157,24,023,44450,00000,00000,1,A,Kitzmiller town,Maryland,321,321,321,320,317,317,311,308,309,305,304
157,24,023,47525,00000,00000,1,A,Loch Lynn Heights town,Maryland,552,547,546,547,544,542,538,532,531,528,528
157,24,023,53800,00000,00000,1,A,Mountain Lake Park town,Maryland,2092,2161,2162,2159,2144,2142,2122,2107,2101,2090,2083
157,24,023,57650,00000,00000,1,A,Oakland town,Maryland,1925,1896,1895,1895,1898,1900,1861,1848,1842,1833,1825
157,24,023,99990,00000,00000,1,S,Balance of Garrett County,Maryland,23226,23113,23115,23127,22970,22972,22747,22584,22538,22460,22390
050,24,025,00000,00000,00000,0,A,Harford County,Maryland,244826,244826,245235,246704,248556,248892,249330,249589,250361,251890,253956
157,24,025,00125,00000,00000,1,A,Aberdeen city,Maryland,14959,14982,14976,14985,15034,15100,15368,15512,15534,16029,16053
157,24,025,05550,00000,00000,1,A,Bel Air town,Maryland,10120,10100,10149,10187,10252,10242,10182,10106,10051,10027,10044
157,24,025,37600,00000,00000,1,A,Havre de Grace city,Maryland,12952,13003,13038,13289,13436,13494,13471,13465,13468,13563,13792
157,24,025,99990,00000,00000,1,F,Balance of Harford County,Maryland,206795,206741,207072,208243,209834,210056,210309,210506,211308,212271,214067
050,24,027,00000,00000,00000,1,A,Howard County,Maryland,287085,287123,288628,293579,299213,303583,306998,311449,315619,319374,323196
050,24,029,00000,00000,00000,0,A,Kent County,Maryland,20197,20195,20212,20247,19970,19812,19771,19713,19662,19437,19383
157,24,029,07200,00000,00000,1,A,Betterton town,Maryland,345,338,338,334,331,326,327,324,323,319,316
157,24,029,16225,00000,00000,1,A,Chestertown town,Maryland,5252,5271,5281,5414,5231,5191,5155,5131,5118,5074,5054
157,24,029,31225,00000,00000,1,A,Galena town,Maryland,612,610,609,606,601,595,596,592,588,583,580
157,24,029,52825,00000,00000,1,A,Millington town (pt.),Maryland,605,608,612,607,599,594,589,584,582,572,570
157,24,029,67400,00000,00000,1,A,Rock Hall town,Maryland,1310,1307,1308,1309,1309,1300,1301,1295,1290,1272,1269
157,24,029,99990,00000,00000,1,F,Balance of Kent County,Maryland,12073,12061,12064,11977,11899,11806,11803,11787,11761,11617,11594
050,24,031,00000,00000,00000,0,A,Montgomery County,Maryland,971777,971964,976287,991833,1005852,1016064,1025617,1033994,1040245,1048244,1052567
157,24,031,04475,00000,00000,1,A,Barnesville town,Maryland,172,170,171,173,174,175,178,178,179,179,180
157,24,031,10225,00000,00000,1,A,Brookeville town,Maryland,134,133,134,135,137,139,140,140,140,143,144
157,24,031,16620,00000,00000,1,A,Chevy Chase town,Maryland,2824,2824,2834,2872,2902,2917,2940,2956,2968,2985,2992
157,24,031,16720,00000,00000,1,A,Chevy Chase Section Five village,Maryland,658,673,676,684,691,695,697,704,706,709,711
157,24,031,16730,00000,00000,1,A,Chevy Chase Section Three village,Maryland,760,750,753,763,770,775,779,783,785,789,791
157,24,031,16775,00000,00000,1,A,Chevy Chase View town,Maryland,920,928,932,944,956,961,967,973,979,984,986
157,24,031,16787,00000,00000,1,A,Chevy Chase Village town,Maryland,1953,1951,1957,1984,2003,2016,2027,2036,2046,2055,2060
157,24,031,31175,00000,00000,1,A,Gaithersburg city,Maryland,59933,59903,60189,61442,63044,65688,66540,67115,67636,68031,68289
157,24,031,31525,00000,00000,1,A,Garrett Park town,Maryland,992,992,996,1009,1021,1026,1034,1039,1043,1050,1050
157,24,031,32900,00000,00000,1,A,Glen Echo town,Maryland,255,255,256,259,262,265,266,269,269,271,271
157,24,031,43500,00000,00000,1,A,Kensington town,Maryland,2213,2237,2244,2277,2302,2317,2333,2345,2355,2368,2374
157,24,031,46250,00000,00000,1,A,Laytonsville town,Maryland,353,354,356,360,366,367,371,374,375,380,378
157,24,031,50965,00000,00000,1,A,Martin's Additions village,Maryland,933,941,945,957,966,974,980,983,989,994,996
157,24,031,56400,00000,00000,1,A,North Chevy Chase village,Maryland,519,559,562,568,577,581,585,588,590,595,597
157,24,031,62850,00000,00000,1,A,Poolesville town,Maryland,4883,4854,4876,4953,5019,5061,5101,5141,5175,5218,5242
157,24,031,67675,00000,00000,1,A,Rockville city,Maryland,61209,61255,61498,62066,63306,63852,65480,66782,66985,67895,68268
157,24,031,73350,00000,00000,1,A,Somerset town,Maryland,1216,1204,1209,1227,1242,1248,1257,1264,1271,1277,1280
157,24,031,76650,00000,00000,1,A,Takoma Park city,Maryland,16715,16739,16802,17185,17348,17443,17456,17551,17629,17728,17768
157,24,031,81675,00000,00000,1,A,Washington Grove town,Maryland,555,529,531,538,545,549,550,553,557,560,561
157,24,031,99990,00000,00000,1,F,Balance of Montgomery County,Maryland,814580,814713,818366,831437,842221,849015,855936,862220,867568,874033,877629
050,24,033,00000,00000,00000,0,A,Prince George's County,Maryland,863420,863349,865747,873679,881870,890117,899223,905737,907939,908801,909308
157,24,033,06925,00000,00000,1,A,Berwyn Heights town,Maryland,3123,3123,3131,3156,3184,3206,3240,3258,3263,3264,3261
157,24,033,07850,00000,00000,1,A,Bladensburg town,Maryland,9148,8972,8996,9072,9157,9231,9325,9390,9412,9418,9421
157,24,033,08775,00000,00000,1,A,Bowie city,Maryland,54727,55335,55498,56041,56621,57155,57811,58287,58485,58596,58682
157,24,033,09500,00000,00000,1,A,Brentwood town,Maryland,3046,3341,3349,3373,3401,3425,3458,3478,3480,3479,3478
157,24,033,13000,00000,00000,1,A,Capitol Heights town,Maryland,4337,4307,4317,4356,4397,4435,4480,4512,4521,4523,4524
157,24,033,16550,00000,00000,1,A,Cheverly town,Maryland,6173,6179,6194,6242,6295,6342,6403,6445,6454,6453,6449
157,24,033,18750,00000,00000,1,A,College Park city,Maryland,30413,30397,30446,31030,31082,31926,32042,32178,32204,32206,32196
157,24,033,18850,00000,00000,1,A,Colmar Manor town,Maryland,1404,1404,1407,1417,1428,1439,1450,1458,1461,1461,1461
157,24,033,20050,00000,00000,1,A,Cottage City town,Maryland,1305,1305,1308,1317,1328,1339,1351,1359,1359,1361,1357
157,24,033,23025,00000,00000,1,A,District Heights city,Maryland,5837,5728,5742,5791,5840,5887,5943,5981,5990,5987,5984
157,24,033,24200,00000,00000,1,A,Eagle Harbor town,Maryland,63,66,66,67,67,68,68,69,70,70,70
157,24,033,25425,00000,00000,1,A,Edmonston town,Maryland,1445,1428,1431,1441,1456,1465,1482,1490,1493,1492,1491
157,24,033,27400,00000,00000,1,A,Fairmount Heights town,Maryland,1494,1451,1455,1468,1482,1494,1508,1520,1522,1523,1524
157,24,033,28725,00000,00000,1,A,Forest Heights town,Maryland,2447,2469,2475,2495,2517,2535,2559,2574,2576,2574,2571
157,24,033,32500,00000,00000,1,A,Glenarden city,Maryland,6000,5876,5893,5946,6005,6056,6122,6169,6183,6191,6195
157,24,033,34775,00000,00000,1,A,Greenbelt city,Maryland,23068,22158,22216,22406,22610,22799,23034,23200,23252,23269,23280
157,24,033,41250,00000,00000,1,A,Hyattsville city,Maryland,17557,17513,17552,17701,17831,17962,18128,18237,18261,18257,18243
157,24,033,45400,00000,00000,1,A,Landover Hills town,Maryland,1687,1582,1586,1597,1610,1623,1638,1648,1647,1649,1648
157,24,033,45900,00000,00000,1,A,Laurel city,Maryland,25115,24925,25010,25239,25408,25605,25844,25944,25885,25794,25723
157,24,033,53625,00000,00000,1,A,Morningside town,Maryland,2015,1228,1231,1242,1252,1262,1277,1284,1290,1289,1289
157,24,033,54275,00000,00000,1,A,Mount Rainier city,Maryland,8080,7779,7796,7857,7920,7979,8052,8102,8111,8109,8104
157,24,033,55400,00000,00000,1,A,New Carrollton city,Maryland,12135,12367,12400,12503,12618,12722,12849,12936,12961,12967,12964
157,24,033,56375,00000,00000,1,A,North Brentwood town,Maryland,517,529,530,535,539,544,549,552,555,553,554
157,24,033,66635,00000,00000,1,A,Riverdale Park town,Maryland,6956,6946,6963,7010,7070,7121,7184,7225,7233,7231,7225
157,24,033,70850,00000,00000,1,A,Seat Pleasant city,Maryland,4542,4554,4565,4604,4646,4683,4733,4763,4775,4775,4776
157,24,033,79675,00000,00000,1,A,University Park town,Maryland,2548,2553,2559,2577,2594,2610,2634,2647,2649,2645,2641
157,24,033,79875,00000,00000,1,A,Upper Marlboro town,Maryland,631,634,685,650,790,830,664,670,672,672,673
157,24,033,99990,00000,00000,1,S,Balance of Prince George's County,Maryland,627607,629200,630946,636546,642722,648374,655395,660361,662175,662993,663524
050,24,035,00000,00000,00000,0,A,Queen Anne's County,Maryland,47798,47789,47809,48262,48503,48527,48793,48991,49074,49667,50251
157,24,035,04250,00000,00000,1,A,Barclay town,Maryland,120,173,173,173,171,169,169,169,166,167,167
157,24,035,14950,00000,00000,1,A,Centreville town,Maryland,4285,4254,4264,4373,4405,4499,4534,4607,4698,4756,4809
157,24,035,17100,00000,00000,1,A,Church Hill town,Maryland,745,745,752,752,746,739,740,752,751,759,761
157,24,035,52825,00000,00000,1,A,Millington town (pt.),Maryland,37,38,38,38,38,38,38,37,37,38,38
157,24,035,64500,00000,00000,1,A,Queen Anne town (pt.),Maryland,128,133,133,131,131,130,129,129,131,129,130
157,24,035,64600,00000,00000,1,A,Queenstown town,Maryland,664,661,660,660,657,657,659,655,663,674,684
157,24,035,75650,00000,00000,1,A,Sudlersville town,Maryland,497,483,482,484,487,486,482,481,477,480,480
157,24,035,77200,00000,00000,1,A,Templeville town (pt.),Maryland,86,86,86,86,86,85,85,85,88,88,89
157,24,035,99990,00000,00000,1,F,Balance of Queen Anne's County,Maryland,41236,41216,41221,41565,41782,41724,41957,42076,42063,42576,43093
050,24,037,00000,00000,00000,0,A,St. Mary's County,Maryland,105151,105143,105762,107558,108805,109228,109926,110965,111689,112413,112664
157,24,037,46475,00000,00000,1,A,Leonardtown town,Maryland,2930,2962,3019,3122,3186,3510,3510,3624,3726,3771,3759
157,24,037,99990,00000,00000,1,F,Balance of St. Mary's County,Maryland,102221,102181,102743,104436,105619,105718,106416,107341,107963,108642,108905
050,24,039,00000,00000,00000,0,A,Somerset County,Maryland,26470,26470,26464,26253,26034,25960,25577,25684,25837,25913,25675
157,24,039,20775,00000,00000,1,A,Crisfield city,Maryland,2726,2722,2713,2678,2660,2663,2629,2621,2601,2604,2571
157,24,039,64000,00000,00000,1,A,Princess Anne town,Maryland,3290,3300,3333,3292,3342,3348,3297,3281,3551,3563,3523
157,24,039,99990,00000,00000,1,S,Balance of Somerset County,Maryland,20454,20448,20418,20283,20032,19949,19651,19782,19685,19746,19581
050,24,041,00000,00000,00000,0,A,Talbot County,Maryland,37782,37777,37874,37941,37983,37898,37529,37414,37123,37020,36968
157,24,041,24475,00000,00000,1,A,Easton town,Maryland,15945,16190,16266,16429,16580,16671,16655,16618,16507,16479,16494
157,24,041,59450,00000,00000,1,A,Oxford town,Maryland,651,651,650,644,640,633,620,616,609,607,604
157,24,041,64500,00000,00000,1,A,Queen Anne town (pt.),Maryland,94,89,89,88,88,87,86,85,84,84,84
157,24,041,69825,00000,00000,1,A,St. Michaels town,Maryland,1029,1030,1031,1025,1016,1005,1040,1039,1030,1026,1026
157,24,041,78575,00000,00000,1,A,Trappe town,Maryland,1077,1067,1068,1060,1051,1040,1018,1013,999,998,997
157,24,041,99990,00000,00000,1,F,Balance of Talbot County,Maryland,18986,18750,18770,18695,18608,18462,18110,18043,17894,17826,17763
050,24,043,00000,00000,00000,0,A,Washington County,Maryland,147430,147430,147734,148766,149036,148994,149060,149116,149665,150288,150926
157,24,043,08625,00000,00000,1,A,Boonsboro town,Maryland,3336,3442,3445,3454,3454,3452,3435,3442,3492,3546,3579
157,24,043,17600,00000,00000,1,A,Clear Spring town,Maryland,358,364,364,364,366,363,361,358,357,358,361
157,24,043,31100,00000,00000,1,A,Funkstown town,Maryland,904,882,883,884,884,884,878,875,872,875,872
157,24,043,36075,00000,00000,1,A,Hagerstown city,Maryland,39662,39757,39784,39997,40054,40081,40167,40204,40171,40214,40205
157,24,043,36600,00000,00000,1,A,Hancock town,Maryland,1545,1560,1560,1561,1559,1556,1549,1542,1543,1544,1541
157,24,043,43100,00000,00000,1,A,Keedysville town,Maryland,1152,1143,1147,1153,1153,1156,1151,1146,1151,1171,1211
157,24,043,71600,00000,00000,1,A,Sharpsburg town,Maryland,705,651,649,649,649,648,645,639,638,638,639
157,24,043,72900,00000,00000,1,A,Smithsburg town,Maryland,2975,2973,2979,2982,2984,2985,2974,2967,2962,2966,2968
157,24,043,85100,00000,00000,1,A,Williamsport town,Maryland,2137,2096,2096,2102,2137,2132,2122,2114,2110,2109,2106
157,24,043,99990,00000,00000,1,F,Balance of Washington County,Maryland,94656,94562,94827,95620,95796,95737,95778,95829,96369,96867,97444
050,24,045,00000,00000,00000,0,A,Wicomico County,Maryland,98733,98733,98971,100051,100556,100850,101368,101800,102136,102363,103195
157,24,045,22600,00000,00000,1,A,Delmar town,Maryland,3003,3092,3097,3114,3138,3131,3124,3154,3179,3193,3231
157,24,045,30950,00000,00000,1,A,Fruitland city,Maryland,4866,4826,4853,4984,5059,5079,5096,5169,5198,5249,5289
157,24,045,37875,00000,00000,1,A,Hebron town,Maryland,1084,1080,1082,1091,1096,1090,1080,1083,1085,1085,1093
157,24,045,50525,00000,00000,1,A,Mardela Springs town,Maryland,347,346,347,348,350,349,346,345,346,345,348
157,24,045,62025,00000,00000,1,A,Pittsville town,Maryland,1417,1425,1427,1435,1448,1444,1433,1439,1445,1449,1465
157,24,045,69925,00000,00000,1,A,Salisbury city,Maryland,30343,30230,30348,30942,30906,31343,32314,32447,32543,32624,32809
157,24,045,71650,00000,00000,1,A,Sharptown town,Maryland,651,654,655,658,662,658,649,649,648,646,648
157,24,045,84950,00000,00000,1,A,Willards town,Maryland,958,963,967,971,978,977,973,987,994,999,1011
157,24,045,99990,00000,00000,1,F,Balance of Wicomico County,Maryland,56064,56117,56195,56508,56919,56779,56353,56527,56698,56773,57301
050,24,047,00000,00000,00000,0,A,Worcester County,Maryland,51454,51451,51501,51501,51580,51550,51572,51425,51424,51577,51823
157,24,047,06800,00000,00000,1,A,Berlin town,Maryland,4485,4480,4485,4459,4532,4528,4524,4497,4579,4625,4818
157,24,047,58225,00000,00000,1,A,Ocean City town,Maryland,7102,7102,7106,7095,7083,7067,7059,7020,6973,6954,6927
157,24,047,62475,00000,00000,1,A,Pocomoke City city,Maryland,4184,4180,4180,4174,4164,4147,4128,4098,4069,4053,4042
157,24,047,73075,00000,00000,1,A,Snow Hill town,Maryland,2103,2100,2108,2115,2118,2083,2087,2070,2054,2048,2038
157,24,047,99990,00000,00000,1,F,Balance of Worcester County,Maryland,33580,33589,33622,33658,33683,33725,33774,33740,33749,33897,33998
050,24,510,00000,00000,00000,0,F,Baltimore city,Maryland,620961,620862,621005,620442,622973,622497,623165,622150,615849,609841,602495
157,24,510,04000,00000,00000,1,A,Baltimore city,Maryland,620961,620862,621005,620442,622973,622497,623165,622150,615849,609841,602495
